66.1333	-65.7333	America/Toronto
48.7586	-91.6217	America/Atikokan
49.8833	-97.1500	America/Winnipeg
48.7167	-94.5667	America/Chicago
74.6956	-94.8292	America/Winnipeg
62.8167	-92.0831	America/Winnipeg
50.4000	-104.6500	America/Regina
50.2833	-107.8333	America/Regina
53.5500	-113.4667	America/Edmonton
69.1139	-105.0528	America/Edmonton
62.4500	-114.3500	America/Edmonton
68.3497	-133.7167	America/Edmonton
49.1000	-116.5167	America/Creston
59.7667	-120.2333	America/Dawson_Creek
58.8000	-122.7000	America/Dawson_Creek
49.2667	-123.1167	America/Vancouver
60.7167	-135.0500	America/Vancouver
64.0667	-139.4167	America/Vancouver
-12.1667	96.9167	Indian/Cocos
47.3833	8.5333	Europe/Zurich
5.3167	-4.0333	Africa/Abidjan
-21.2333	-159.7667	Pacific/Rarotonga
-33.4500	-70.6667	America/Santiago
-53.1500	-70.9167	America/Punta_Arenas
-27.1500	-109.4333	Pacific/Easter
31.2333	121.4667	Asia/Shanghai
43.8000	87.5833	Asia/Shanghai
4.6000	-74.0833	America/Bogota
9.9333	-84.0833	America/Costa_Rica
23.1333	-82.3667	America/Havana
14.9167	-23.5167	Atlantic/Cape_Verde
12.1833	-69.0000	America/Curacao
35.1667	33.3667	Asia/Nicosia
35.1167	33.9500	Asia/Famagusta
50.0833	14.4333	Europe/Prague
52.5000	13.3667	Europe/Berlin
55.6667	12.5833	Europe/Copenhagen
18.4667	-69.9000	America/Santo_Domingo
36.7833	3.0500	Africa/Algiers
-2.1667	-79.8333	America/Guayaquil
-0.9000	-89.6000	Pacific/Galapagos
59.4167	24.7500	Europe/Tallinn
30.0500	31.2500	Africa/Cairo
27.1500	-13.2000	Africa/El_Aaiun
40.4000	-3.6833	Europe/Madrid
35.8833	-5.3167	Europe/Madrid
60.1667	24.9667	Europe/Helsinki
-18.1333	178.4167	Pacific/Fiji
-51.7000	-57.8500	Atlantic/Stanley
6.9667	158.2167	Pacific/Pohnpei
5.3167	162.9833	Pacific/Kosrae
62.0167	-6.7667	Atlantic/Faroe
48.8667	2.3333	Europe/Paris
51.5083	-0.1253	Europe/London
41.7167	44.8167	Asia/Tbilisi
4.9333	-52.3333	America/Cayenne
5.5500	-0.2167	Africa/Accra
36.1333	-5.3500	Europe/Gibraltar
64.1833	-51.7333	America/Godthab
76.7667	-18.6667	America/Danmarkshavn
70.4833	-21.9667	America/Scoresbysund
76.5667	-68.7833	America/Thule
37.9667	23.7167	Europe/Athens
-54.2667	-36.5333	Atlantic/South_Georgia
14.6333	-90.5167	America/Guatemala
13.4667	144.7500	Pacific/Guam
11.8500	-15.5833	Africa/Bissau
6.8000	-58.1667	America/Guyana
22.2833	114.1500	Asia/Hong_Kong
14.1000	-87.2167	America/Tegucigalpa
18.5333	-72.3333	America/Port-au-Prince
47.5000	19.0833	Europe/Budapest
-6.1667	106.8000	Asia/Jakarta
-0.0333	109.3333	Asia/Jakarta
-5.1167	119.4000	Asia/Makassar
-2.5333	140.7000	Asia/Jayapura
53.3333	-6.2500	Europe/Dublin
31.7806	35.2239	Asia/Jerusalem
22.5333	88.3667	Asia/Kolkata
-7.3333	72.4167	Indian/Chagos
33.3500	44.4167	Asia/Baghdad
35.6667	51.4333	Asia/Tehran
64.1500	-21.8500	Atlantic/Reykjavik
41.9000	12.4833	Europe/Rome
17.9681	-76.7933	America/Jamaica
31.9500	35.9333	Asia/Amman
35.6544	139.7447	Asia/Tokyo
-1.2833	36.8167	Africa/Nairobi
42.9000	74.6000	Asia/Bishkek
-3.1333	-171.0833	Pacific/Enderbury
39.0167	125.7500	Asia/Pyongyang
37.5500	126.9667	Asia/Seoul
43.2500	76.9500	Asia/Qyzylorda
44.8000	65.4667	Asia/Qyzylorda
50.2833	57.1667	Asia/Oral
44.5167	50.2667	Asia/Oral
47.1167	51.9333	Asia/Oral
51.2167	51.3500	Asia/Oral
33.8833	35.5000	Asia/Beirut
6.9333	79.8500	Asia/Colombo
6.3000	-10.7833	Africa/Monrovia
54.6833	25.3167	Europe/Vilnius
49.6000	6.1500	Europe/Luxembourg
56.9500	24.1000	Europe/Riga
32.9000	13.1833	Africa/Tripoli
33.6500	-7.5833	Africa/Casablanca
43.7000	7.3833	Europe/Paris
47.0000	28.8333	Europe/Chisinau
7.1500	171.2000	Pacific/Majuro
9.0833	167.3333	Pacific/Majuro
16.7833	96.1667	Asia/Yangon
47.9167	106.8833	Asia/Ulaanbaatar
48.0167	91.6500	Asia/Hovd
48.0667	114.5000	Asia/Ulaanbaatar
22.2333	113.5833	Asia/Shanghai
14.6000	-61.0833	America/Martinique
35.9000	14.5167	Europe/Malta
-20.1667	57.5000	Indian/Mauritius
4.1667	73.5000	Indian/Maldives
19.4000	-99.1500	America/Mexico_City
20.9667	-89.6167	America/Mexico_City
25.6667	-100.3167	America/Mexico_City
25.8333	-97.5000	America/Mexico_City
23.2167	-106.4167	America/Mazatlan
28.6333	-106.0833	America/Mazatlan
29.5667	-104.4167	America/Ojinaga
29.0667	-110.9667	America/Hermosillo
32.5333	-117.0167	America/Tijuana
20.8000	-105.2500	America/Mexico_City
3.1667	101.7000	Asia/Kuala_Lumpur
1.5500	110.3333	Asia/Kuching
-25.9667	32.5833	Africa/Maputo
-22.5667	17.1000	Africa/Windhoek
-22.2667	166.4500	Pacific/Noumea
-29.0500	167.9667	Pacific/Norfolk
6.4500	3.4000	Africa/Lagos
12.1500	-86.2833	America/Managua
52.3667	4.9000	Europe/Amsterdam
59.9167	10.7500	Europe/Oslo
27.7167	85.3167	Asia/Kathmandu
-0.5167	166.9167	Pacific/Nauru
-19.0167	-169.9167	Pacific/Niue
-36.8667	174.7667	Pacific/Auckland
-43.9500	-176.5500	Pacific/Chatham
8.9667	-79.5333	America/Panama
-12.0500	-77.0500	America/Lima
-17.5333	-149.5667	Pacific/Tahiti
-23.1333	-134.9500	Pacific/Gambier
14.5833	121.0000	Asia/Manila
24.8667	67.0500	Asia/Karachi
52.2500	21.0000	Europe/Warsaw
47.0500	-56.3333	America/Miquelon
-25.0667	-130.0833	Pacific/Pitcairn
18.4683	-66.1061	America/Puerto_Rico
31.5000	34.4667	Asia/Gaza
31.5333	35.0950	Asia/Hebron
38.7167	-9.1333	Europe/Lisbon
37.7333	-25.6667	Atlantic/Azores
7.3333	134.4833	Pacific/Palau
-25.2667	-57.6667	America/Asuncion
25.2833	51.5333	Asia/Qatar
44.4333	26.1000	Europe/Bucharest
44.8333	20.5000	Europe/Belgrade
54.7167	20.5000	Europe/Kaliningrad
55.7558	37.6178	Europe/Moscow
44.9500	34.1000	Europe/Simferopol
48.7333	44.4167	Europe/Moscow
58.6000	49.6500	Europe/Moscow
46.3500	48.0500	Europe/Samara
51.5667	46.0333	Europe/Saratov
54.3333	48.4000	Europe/Samara
53.2000	50.1500	Europe/Samara
56.8500	60.6000	Asia/Yekaterinburg
55.0000	73.4000	Asia/Omsk
55.0333	82.9167	Asia/Novosibirsk
53.3667	83.7500	Asia/Krasnoyarsk
56.5000	84.9667	Asia/Novosibirsk
53.7500	87.1167	Asia/Krasnoyarsk
56.0167	92.8333	Asia/Krasnoyarsk
52.2667	104.3333	Asia/Irkutsk
52.0500	113.4667	Asia/Yakutsk
62.0000	129.6667	Asia/Yakutsk
62.6564	135.5539	Asia/Yakutsk
43.1667	131.9333	Asia/Vladivostok
64.5603	143.2267	Asia/Vladivostok
59.5667	150.8000	Asia/Magadan
46.9667	142.7000	Asia/Magadan
67.4667	153.7167	Asia/Magadan
53.0167	158.6500	Asia/Kamchatka
24.6333	46.7167	Asia/Riyadh
-9.5333	160.2000	Pacific/Guadalcanal
-4.6667	55.4667	Indian/Mahe
15.6000	32.5333	Africa/Khartoum
59.3333	18.0500	Europe/Stockholm
1.2833	103.8500	Asia/Singapore
5.8333	-55.1667	America/Paramaribo
4.8500	31.6167	Africa/Juba
0.3333	6.7333	Africa/Sao_Tome
13.7000	-89.2000	America/El_Salvador
33.5000	36.3000	Asia/Damascus
21.4667	-71.1333	America/Grand_Turk
12.1167	15.0500	Africa/Ndjamena
-49.3528	70.2175	Indian/Kerguelen
13.7500	100.5167	Asia/Bangkok
38.5833	68.8000	Asia/Dushanbe
-9.3667	-171.2333	Pacific/Fakaofo
-8.5500	125.5833	Asia/Dili
37.9500	58.3833	Asia/Ashgabat
36.8000	10.1833	Africa/Tunis
-21.1667	-175.1667	Pacific/Tongatapu
41.0167	28.9667	Europe/Istanbul
10.6500	-61.5167	America/Port_of_Spain
-8.5167	179.2167	Pacific/Funafuti
25.0500	121.5000	Asia/Taipei
50.4333	30.5167	Europe/Kiev
48.6167	22.3000	Europe/Kiev
47.8333	35.1667	Europe/Kiev
19.2833	166.6167	Pacific/Wake
40.7142	-74.0064	America/New_York
42.3314	-83.0458	America/Detroit
38.2542	-85.7594	America/New_York
36.8297	-84.8492	America/New_York
39.7683	-86.1581	America/Indiana/Indianapolis
38.6772	-87.5286	America/Indiana/Vincennes
41.0514	-86.6031	America/Indiana/Winamac
38.3756	-86.3447	America/Indiana/Marengo
38.4919	-87.2786	America/Indiana/Petersburg
38.7478	-85.0672	America/Indiana/Vevay
41.8500	-87.6500	America/Chicago
37.9531	-86.7614	America/Indiana/Tell_City
41.2958	-86.6250	America/Indiana/Knox
45.1078	-87.6142	America/Chicago
47.1164	-101.2992	America/Chicago
46.8450	-101.4108	America/Chicago
47.2642	-101.7778	America/North_Dakota/Beulah
39.7392	-104.9842	America/Denver
43.6136	-116.2025	America/Denver
33.4483	-112.0733	America/Phoenix
34.0522	-118.2428	America/Los_Angeles
61.2181	-149.9003	America/Anchorage
58.3019	-134.4197	America/Anchorage
57.1764	-135.3019	America/Anchorage
55.1269	-131.5764	America/Anchorage
59.5469	-139.7272	America/Anchorage
64.5011	-165.4064	America/Anchorage
51.8800	-176.6581	America/Adak
21.3069	-157.8583	Pacific/Honolulu
-34.9092	-56.2125	America/Montevideo
39.6667	66.8000	Asia/Samarkand
41.3333	69.3000	Asia/Samarkand
10.5000	-66.9333	America/Caracas
10.7500	106.6667	Asia/Ho_Chi_Minh
-17.6667	168.4167	Pacific/Efate
-13.3000	-176.1667	Pacific/Wallis
-13.8333	-171.7333	Pacific/Apia
-26.2500	28.0000	Africa/Johannesburg
55.7319	13.2846	Europe/Stockholm
49.2795	-64.3686	America/Toronto
22.8746	-105.3291	America/Mazatlan
75.2567	-56.6480	America/Godthab
20.4111	79.7402	Asia/Kolkata
49.4258	134.5083	Asia/Vladivostok
59.6493	-110.2472	America/Edmonton
65.0662	53.1259	Europe/Moscow
42.6635	1.6159	Europe/Paris
34.9751	62.2855	Asia/Kabul
49.7684	129.6964	Asia/Yakutsk
66.2542	111.7310	Asia/Yakutsk
20.5553	24.3098	Africa/Tripoli
61.5163	-100.6670	America/Winnipeg
16.7148	104.4325	Asia/Bangkok
50.0196	-111.5933	America/Edmonton
66.0913	-93.0905	America/Winnipeg
23.7165	89.8710	Asia/Dhaka
20.1051	15.7717	Africa/Lagos
43.5316	-82.4213	America/Detroit
32.3187	57.2095	Asia/Tehran
-29.9949	136.3529	Australia/Adelaide
-5.7333	38.2762	Africa/Nairobi
-22.2047	136.9438	Australia/Darwin
-5.2280	-47.5966	America/Fortaleza
64.9302	17.2289	Europe/Stockholm
48.6443	-67.8962	America/Toronto
34.4927	94.3398	Asia/Shanghai
59.6121	92.3578	Asia/Krasnoyarsk
-31.0221	144.9536	Australia/Sydney
65.9329	-80.1972	America/Toronto
0.2072	113.3180	Asia/Jakarta
27.0427	-112.6928	America/Mazatlan
30.0737	121.7461	Asia/Shanghai
39.7118	46.3917	Asia/Baku
33.1130	117.0294	Asia/Shanghai
46.0459	-116.1191	America/Los_Angeles
24.0374	42.7995	Asia/Riyadh
61.8377	83.3450	Asia/Yekaterinburg
22.5766	25.2911	Africa/Cairo
67.7974	-84.7508	America/Toronto
2.2665	111.6648	Asia/Kuching
51.3145	71.1373	Asia/Qyzylorda
48.2364	-110.8495	America/Denver
55.4267	69.5967	Asia/Yekaterinburg
37.0746	-92.0284	America/Chicago
4.1938	96.4146	Asia/Jakarta
44.9483	-74.2007	America/New_York
21.5966	31.4263	Africa/Khartoum
75.3083	96.1000	Asia/Krasnoyarsk
41.5037	129.2231	Asia/Pyongyang
48.5331	56.8458	Asia/Oral
26.1099	93.5727	Asia/Kolkata
-9.7632	21.7887	Africa/Lagos
58.6132	57.0737	Asia/Yekaterinburg
6.0767	36.6407	Africa/Nairobi
69.3205	-93.5310	America/Edmonton
-25.9302	28.1343	Africa/Johannesburg
-3.5743	121.5564	Asia/Makassar
-13.9157	-61.9016	America/La_Paz
67.0047	-154.3251	America/Anchorage
34.4760	-108.9030	America/Denver
58.7839	-134.1104	America/Anchorage
44.3156	-90.1797	America/Chicago
8.3716	32.7151	Africa/Juba
70.4307	91.7497	Asia/Krasnoyarsk
48.2077	121.5165	Asia/Shanghai
60.0213	-120.3823	America/Edmonton
59.1398	140.1482	Asia/Vladivostok
70.2914	21.5472	Europe/Oslo
55.1339	105.8672	Asia/Irkutsk
8.3459	-77.0412	America/Bogota
55.3324	43.7837	Europe/Moscow
-0.7942	-76.6476	America/Guayaquil
17.2051	13.1636	Africa/Lagos
45.6371	-95.0862	America/Chicago
23.7498	116.9523	Asia/Shanghai
26.2010	2.6434	Africa/Algiers
32.3441	20.1413	Africa/Tripoli
67.0388	-41.8552	America/Godthab
67.2389	37.5296	Europe/Moscow
17.4993	101.9477	Asia/Bangkok
-30.5539	-62.4894	America/Argentina/Cordoba
23.1363	86.6170	Asia/Kolkata
58.4265	125.1082	Asia/Yakutsk
-22.2097	-42.1139	America/Sao_Paulo
3.2759	14.8388	Africa/Lagos
55.9090	107.2266	Asia/Irkutsk
-47.6456	-73.9385	America/Santiago
5.5036	-73.4424	America/Bogota
8.6574	1.6566	Africa/Lagos
0.4606	-56.7731	America/Belem
-2.9809	-78.9297	America/Guayaquil
30.6503	33.0930	Africa/Cairo
-0.9695	-58.3815	America/Belem
68.2527	-180.0000	Asia/Anadyr
44.0019	-101.2724	America/Denver
23.0781	78.1836	Asia/Kolkata
37.1670	113.0823	Asia/Shanghai
54.3218	-77.2096	America/Toronto
-25.3400	153.0588	Australia/Brisbane
36.7654	7.3137	Africa/Algiers
78.4352	-38.6225	America/Godthab
-3.6066	-54.7495	America/Belem
-11.6473	-64.5156	America/Boa_Vista
70.5747	-50.8955	America/Godthab
25.0944	-9.6111	Africa/Abidjan
54.3982	103.2125	Asia/Irkutsk
6.4227	-64.3459	America/Caracas
52.4309	67.8164	Asia/Qyzylorda
-3.8020	-76.9817	America/Lima
27.3016	15.5151	Africa/Tripoli
66.1869	122.1149	Asia/Yakutsk
54.1892	120.2865	Asia/Yakutsk
37.8185	122.1891	Asia/Shanghai
-20.5204	-49.6619	America/Sao_Paulo
44.6548	-108.4195	America/Denver
-11.9221	-43.4371	America/Fortaleza
28.8511	38.1847	Asia/Riyadh
-8.1379	30.2713	Africa/Maputo
63.4641	-49.6627	America/Godthab
39.0713	114.0686	Asia/Shanghai
8.1656	34.2439	Africa/Nairobi
20.0694	77.5516	Asia/Kolkata
47.7104	57.1755	Asia/Oral
-24.4509	126.4481	Australia/Perth
-28.0421	149.1729	Australia/Brisbane
20.4605	42.6183	Asia/Riyadh
-17.2394	144.6193	Australia/Brisbane
12.4131	4.0315	Africa/Lagos
1.1377	-53.8229	America/Belem
34.7731	-116.4279	America/Los_Angeles
67.8182	122.6366	Asia/Yakutsk
69.6156	123.9166	Asia/Yakutsk
-2.0452	-63.0367	America/Boa_Vista
7.2108	26.2534	Africa/Juba
75.1394	-47.7485	America/Godthab
49.7468	-104.2714	America/Regina
21.2271	34.2055	Africa/Khartoum
66.5891	79.9415	Asia/Yekaterinburg
11.1500	-73.5071	America/Bogota
48.4255	75.0051	Asia/Qyzylorda
-9.4854	150.5124	Pacific/Port_Moresby
46.8579	8.8952	Europe/Zurich
70.0611	69.7174	Asia/Yekaterinburg
10.8575	3.5470	Africa/Lagos
57.5105	39.4267	Europe/Moscow
-18.7611	-58.2558	America/La_Paz
29.0942	23.2805	Africa/Tripoli
-15.7528	133.4880	Australia/Darwin
76.1270	-45.7410	America/Godthab
28.1586	-108.0296	America/Mazatlan
-6.8767	-73.0227	America/Boa_Vista
47.8640	17.5195	Europe/Budapest
40.6739	-94.7470	America/Chicago
29.4139	39.5343	Asia/Riyadh
1.5412	-74.1305	America/Bogota
70.5125	-67.8403	America/Toronto
40.6225	-96.1082	America/Chicago
-29.9444	133.7866	Australia/Adelaide
52.4437	135.1639	Asia/Vladivostok
64.7507	116.3629	Asia/Yakutsk
66.4657	40.2030	Europe/Moscow
22.6588	87.3771	Asia/Kolkata
9.0090	20.7958	Africa/Lagos
15.1621	120.0282	Asia/Manila
40.7750	55.3289	Asia/Ashgabat
65.7386	75.3641	Asia/Yekaterinburg
52.0402	22.6055	Europe/Warsaw
31.0492	6.2042	Africa/Algiers
63.9392	97.6362	Asia/Krasnoyarsk
70.2262	153.8996	Asia/Magadan
5.7207	36.7494	Africa/Nairobi
14.1368	19.0001	Africa/Ndjamena
58.6404	159.6702	Asia/Kamchatka
40.6690	67.5029	Asia/Samarkand
31.2433	36.1311	Asia/Amman
27.8760	42.2181	Asia/Riyadh
55.2228	-91.2361	America/Winnipeg
67.8944	-82.3560	America/Toronto
10.1336	-12.2796	Africa/Abidjan
9.5781	2.9827	Africa/Lagos
51.9706	-123.2564	America/Vancouver
-21.0301	-41.3893	America/Sao_Paulo
66.6829	13.3276	Europe/Oslo
66.5296	58.2818	Europe/Moscow
67.8445	-153.6220	America/Anchorage
47.0132	129.8320	Asia/Shanghai
60.8158	119.9446	Asia/Yakutsk
56.7583	11.8492	Europe/Copenhagen
22.6350	105.2824	Asia/Ho_Chi_Minh
7.4880	134.6940	Pacific/Palau
58.0791	82.5126	Asia/Novosibirsk
70.6401	-23.8534	America/Scoresbysund
-20.0996	26.4591	Africa/Maputo
10.9541	38.4403	Africa/Nairobi
41.4761	20.6173	Europe/Belgrade
37.8901	-5.5193	Europe/Madrid
62.6828	-123.1602	America/Edmonton
44.8961	-123.2700	America/Los_Angeles
33.5912	48.3479	Asia/Tehran
24.1271	55.7079	Asia/Dubai
-50.0890	-69.4703	America/Argentina/Rio_Gallegos
68.8313	-154.4652	America/Anchorage
57.9713	-60.3050	America/Halifax
21.9211	-7.4287	Africa/Abidjan
10.7508	11.4093	Africa/Lagos
38.1851	93.0442	Asia/Shanghai
-4.1190	31.0939	Africa/Nairobi
45.7314	1.7833	Europe/Paris
47.7427	25.4399	Europe/Bucharest
-35.8991	140.6555	Australia/Adelaide
67.5441	-29.3212	America/Godthab
26.1211	95.0499	Asia/Kolkata
31.8607	83.5324	Asia/Shanghai
-27.2641	21.8392	Africa/Johannesburg
-0.0630	-74.6400	America/Bogota
59.6228	-116.4626	America/Edmonton
-19.8635	-66.7009	America/La_Paz
51.3510	-126.3987	America/Vancouver
0.6037	109.3550	Asia/Jakarta
8.2564	-9.1890	Africa/Abidjan
46.7907	73.6827	Asia/Qyzylorda
31.4289	99.2252	Asia/Shanghai
-10.4663	34.2976	Africa/Maputo
6.4303	-7.0140	Africa/Abidjan
79.3041	-32.7596	America/Godthab
50.8147	76.2130	Asia/Qyzylorda
17.3234	42.4506	Asia/Riyadh
52.5007	12.4010	Europe/Berlin
-17.0692	23.3825	Africa/Maputo
78.8221	-45.9471	America/Godthab
15.6264	108.3723	Asia/Ho_Chi_Minh
55.8941	-117.1161	America/Edmonton
59.4223	12.0719	Europe/Stockholm
48.9439	115.8353	Asia/Ulaanbaatar
51.5663	-8.8778	Europe/Dublin
-11.4447	25.2943	Africa/Maputo
56.3530	43.3727	Europe/Moscow
31.3221	91.3214	Asia/Shanghai
-34.8403	143.4176	Australia/Sydney
16.8973	-11.1189	Africa/Abidjan
66.5946	126.5645	Asia/Yakutsk
63.0504	-50.2710	America/Godthab
23.9985	83.3745	Asia/Kolkata
-31.3754	25.0816	Africa/Johannesburg
39.4945	23.9404	Europe/Athens
-17.4555	33.2533	Africa/Maputo
43.2931	24.6926	Europe/Sofia
9.8158	31.0073	Africa/Khartoum
32.0409	40.4751	Asia/Baghdad
56.8490	42.3828	Europe/Moscow
15.4278	108.8755	Asia/Ho_Chi_Minh
60.0487	7.1864	Europe/Oslo
-30.4908	-58.0702	America/Argentina/Cordoba
33.7433	0.2861	Africa/Algiers
-27.7263	140.7064	Australia/Adelaide
25.4912	71.5649	Asia/Kolkata
53.3859	13.1364	Europe/Berlin
12.2925	19.9079	Africa/Ndjamena
50.5811	16.5016	Europe/Warsaw
17.2065	96.9795	Asia/Yangon
12.8258	42.4292	Africa/Nairobi
70.8297	117.2778	Asia/Yakutsk
-16.3154	-57.6954	America/Campo_Grande
-31.0922	-65.4642	America/Argentina/Cordoba
20.3432	-103.1744	America/Mexico_City
26.0900	117.9240	Asia/Shanghai
65.9570	171.8543	Asia/Anadyr
37.7167	111.8849	Asia/Shanghai
61.5134	81.3144	Asia/Yekaterinburg
30.8147	11.6430	Africa/Tripoli
12.7674	18.4948	Africa/Ndjamena
59.3216	23.9949	Europe/Tallinn
72.5804	55.5079	Europe/Moscow
38.1151	26.6618	Europe/Istanbul
41.7234	120.5839	Asia/Shanghai
6.8925	-2.5012	Africa/Accra
69.4178	-107.7311	America/Edmonton
-3.8117	-71.8701	America/Lima
37.3865	12.3799	Europe/Rome
58.1975	-61.1633	America/Halifax
-3.8050	137.5397	Asia/Jayapura
68.9865	123.4247	Asia/Yakutsk
54.7488	-109.5968	America/Regina
38.7234	-97.9204	America/Chicago
58.0124	112.6086	Asia/Irkutsk
62.9337	-122.5892	America/Edmonton
43.6666	-76.2142	America/New_York
65.6802	-80.9686	America/Toronto
6.7477	-77.8486	America/Bogota
72.9350	95.8070	Asia/Krasnoyarsk
-30.5139	143.6469	Australia/Sydney
2.5962	40.1595	Africa/Nairobi
36.9320	45.1361	Asia/Tehran
8.8007	28.5771	Africa/Juba
32.9844	-117.3177	America/Los_Angeles
-33.9884	-57.4737	America/Montevideo
51.6562	74.8912	Asia/Qyzylorda
62.2258	-69.5573	America/Toronto
-20.3337	149.4567	Australia/Brisbane
-8.1273	158.7387	Pacific/Guadalcanal
69.6001	-24.0447	America/Godthab
49.0572	-60.2002	America/Toronto
15.5449	-10.1727	Africa/Abidjan
51.1848	-106.5773	America/Regina
-4.3130	-43.4216	America/Fortaleza
59.4129	-151.9894	America/Anchorage
55.2348	83.4327	Asia/Novosibirsk
52.0983	118.3993	Asia/Yakutsk
65.8015	-151.8128	America/Anchorage
-37.8100	-71.8593	America/Santiago
70.7253	-46.3574	America/Godthab
37.6598	28.1774	Europe/Istanbul
35.2306	50.1571	Asia/Tehran
24.9604	21.1893	Africa/Tripoli
34.6685	61.0079	Asia/Kabul
69.3409	130.3483	Asia/Yakutsk
72.0949	-110.8340	America/Edmonton
-12.7001	133.9438	Australia/Darwin
77.9602	14.1197	Europe/Oslo
65.7386	-131.3002	America/Edmonton
54.7610	-90.8015	America/Winnipeg
71.0339	-41.5434	America/Godthab
24.3122	35.1800	Africa/Cairo
68.1441	175.9868	Asia/Anadyr
52.5497	38.7677	Europe/Moscow
25.6976	119.5963	Asia/Shanghai
67.2345	166.6455	Asia/Anadyr
29.9121	10.3128	Africa/Tripoli
58.0265	-64.6329	America/Toronto
37.6766	62.7554	Asia/Ashgabat
-28.3723	-49.9823	America/Sao_Paulo
79.0161	-62.3261	America/Godthab
19.5002	41.9443	Asia/Riyadh
-16.9949	28.3643	Africa/Maputo
27.5180	117.5653	Asia/Shanghai
38.9427	127.2995	Asia/Pyongyang
64.0293	-39.2425	America/Godthab
10.5468	4.1908	Africa/Lagos
16.0850	22.9809	Africa/Ndjamena
59.7695	72.1577	Asia/Yekaterinburg
17.3581	17.5458	Africa/Ndjamena
-21.4974	115.4513	Australia/Perth
66.1881	-145.2814	America/Anchorage
52.4993	138.6427	Asia/Vladivostok
19.6508	-8.3295	Africa/Abidjan
48.4408	60.9171	Asia/Oral
62.8378	60.8574	Asia/Yekaterinburg
69.1889	-35.3752	America/Godthab
29.6926	1.1875	Africa/Algiers
54.4156	113.5235	Asia/Irkutsk
-38.6025	142.3646	Australia/Melbourne
56.7819	137.1043	Asia/Vladivostok
54.6613	-127.3566	America/Vancouver
59.8954	-141.7261	America/Anchorage
-5.4300	-67.7197	America/Boa_Vista
19.3796	-16.1061	Africa/Abidjan
33.1498	82.1707	Asia/Shanghai
11.0833	104.4637	Asia/Bangkok
61.9017	159.7081	Asia/Magadan
